Pose_ID,RMSD(A),Shape_Diff(A),Feasible,Success(<=2.0A)
772,2.6709,0.0,True,False
773,1.9981,0.0,True,True
774,1.9981,0.0,True,True
775,1.9981,0.0,True,True
776,1.9981,0.0,True,True
777,2.0543,0.0,True,False
778,2.0543,0.0,True,False
779,2.0543,0.0,True,False
780,2.0543,0.0,True,False
781,2.0543,0.0,True,False
782,2.0543,0.0,True,False
783,2.0543,0.0,True,False
784,2.0543,0.0,True,False
785,2.0543,0.0,True,False
786,2.0543,0.0,True,False
787,2.0543,0.0,True,False
788,2.0543,0.0,True,False
789,2.0543,0.0,True,False
790,2.0543,0.0,True,False
791,2.4364,0.0,True,False
792,2.0543,0.0,True,False
793,2.0543,0.0,True,False
794,2.0543,0.0,True,False
795,2.0543,0.0,True,False
796,2.0543,0.0,True,False
797,2.0543,0.0,True,False
798,2.0543,0.0,True,False
799,2.0543,0.0,True,False
800,2.0543,0.0,True,False
801,2.0543,0.0,True,False
802,2.0543,0.0,True,False
803,2.0543,0.0,True,False
804,2.0543,0.0,True,False
805,2.0543,0.0,True,False
806,2.0543,0.0,True,False
807,2.0543,0.0,True,False
808,2.0543,0.0,True,False
809,2.0543,0.0,True,False
810,2.0543,0.0,True,False
811,2.0543,0.0,True,False
812,1.4438,0.0,True,True
813,1.4438,0.0,True,True
814,1.4438,0.0,True,True
815,1.4438,0.0,True,True
816,1.4438,0.0,True,True
817,1.4438,0.0,True,True
818,1.4438,0.0,True,True
819,1.4438,0.0,True,True
820,1.4438,0.0,True,True
821,1.4438,0.0,True,True
822,1.4438,0.0,True,True
823,1.4438,0.0,True,True
824,1.4438,0.0,True,True
825,1.4438,0.0,True,True
826,1.4438,0.0,True,True
827,1.4438,0.0,True,True
828,1.4438,0.0,True,True
829,1.4438,0.0,True,True
830,1.4438,0.0,True,True
831,1.4438,0.0,True,True
832,1.4438,0.0,True,True
833,1.4438,0.0,True,True
834,1.4438,0.0,True,True
835,1.4438,0.0,True,True
836,1.4438,0.0,True,True
837,1.4438,0.0,True,True
